source_unit_id	source_input_type	assay_type	pipeline	n_genes	n_pairwise_comparisons	median_pairwise_lfc_spearman	min_pairwise_lfc_spearman	median_pairwise_sign_agreement	source_quality_weight	source_quality_label	source_coherence_weight	source_recommended_weight	source_reliability_weight	source_reliability_label	source_outlier_flag	recommended_role
GSE147507_NHBE_IFNB	derived_count_table	RNA-seq	logCPM_Welch_derived_from_public_counts	11302	1	0.12199620181474449	0.12199620181474449	0.5422920892494929	0.7224999999999999	medium	1.0	0.7224999999999999	0.7116245841155517	medium	False	primary
GSE221804_HUHWT_IFNA	derived_count_table	RNA-seq	logCPM_Welch_derived_from_public_counts	12088	1	0.12199620181474449	0.12199620181474449	0.5422920892494929	0.7224999999999999	medium	1.0	0.7224999999999999	0.7116791458449314	medium	False	primary
