corpus,method_id,setting_id,run_status,n_rows,n_gold,n_recovered_at_10,recall_at_10,recall_at_10_ci_low,recall_at_10_ci_high,precision_at_10,hypergeom_p_at_10,hypergeom_fdr_at_10,n_recovered_at_20,recall_at_20,recall_at_20_ci_low,recall_at_20_ci_high,precision_at_20,hypergeom_p_at_20,hypergeom_fdr_at_20,n_recovered_at_50,recall_at_50,recall_at_50_ci_low,recall_at_50_ci_high,precision_at_50,hypergeom_p_at_50,hypergeom_fdr_at_50,n_recovered_at_100,recall_at_100,recall_at_100_ci_low,recall_at_100_ci_high,precision_at_100,hypergeom_p_at_100,hypergeom_fdr_at_100,recall_at_max_k,recall_at_max_k_ci_low,recall_at_max_k_ci_high,precision_at_max_k,hypergeom_p_at_max_k,hypergeom_fdr_at_max_k,background_auroc,background_auroc_se,background_auroc_ci_low,background_auroc_ci_high,background_auprc,background_prevalence,background_auprc_enrichment,direction_recall_at_10,direction_recall_at_20,direction_recall_at_50,direction_recall_at_100,direction_recall_at_max_k,aurc_at_max_k,direction_aurc_at_max_k,top10,failure_mode
ifn-pilot,awfisher,default,ok,9860,28,6,0.21428571428571427,0.08296061238758012,0.40953102650582834,0.6,6.161196550335396e-14,1.601911103087203e-13,11,0.39285714285714285,0.21504282916096096,0.594231793512454,0.55,1.6667259399103228e-24,3.095348174119171e-24,21,0.75,0.5512845484713916,0.8930920081707734,0.42,5.4849889202727166e-45,6.482259633049575e-45,25,0.8928571428571429,0.7177356042843568,0.977334909360941,0.25,1.7678616565043804e-48,2.089291048596086e-48,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9981344159196509,0.0004870905902232641,0.9971797183628133,0.9990891134764885,0.4691625350863876,0.002636916835699797,177.92086907506854,0.21428571428571427,0.39285714285714285,0.75,0.8928571428571429,0.9285714285714286,0.8999285714285715,0.8999285714285715,TAP1;CMPK2;RSAD2;MX1;TRIM21;MX2;DDX60;IFIT3;PLSCR1;IFIT1,
ifn-pilot,degora_deg_score,v1_2_source_unit_mean,ok,9860,28,8,0.2857142857142857,0.13223651257112512,0.4866683154489407,0.8,6.307803827066854e-20,4.100072487593455e-19,12,0.42857142857142855,0.2446239363021466,0.628206371387904,0.6,2.1625070125671938e-27,9.370863721124506e-27,23,0.8214285714285714,0.6310666505807967,0.9393570911808748,0.46,3.84432375953794e-51,2.498810443699661e-50,26,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.26,1.5673116726718823e-51,2.26389463830383e-51,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9987562772797672,0.000375688131980846,0.9980199285410848,0.9994926260184497,0.6150319057101744,0.002636916835699797,233.23902270393538,0.2857142857142857,0.42857142857142855,0.8214285714285714,0.9285714285714286,0.9285714285714286,0.9056071428571432,0.9056071428571432,RSAD2;CMPK2;MX1;TAP1;IFIT1;IFIT3;DDX60;OASL;IFIH1;OAS1,
ifn-pilot,degora_quality_weighted_score,quality_weighted_secondary,ok,9860,28,8,0.2857142857142857,0.13223651257112512,0.4866683154489407,0.8,6.307803827066854e-20,4.100072487593455e-19,12,0.42857142857142855,0.2446239363021466,0.628206371387904,0.6,2.1625070125671938e-27,9.370863721124506e-27,23,0.8214285714285714,0.6310666505807967,0.9393570911808748,0.46,3.84432375953794e-51,2.498810443699661e-50,26,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.26,1.5673116726718823e-51,2.26389463830383e-51,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9987601883575038,0.00037529017947574635,0.9980246196057313,0.9994957571092763,0.6157297710632121,0.002636916835699797,233.50367471858738,0.2857142857142857,0.42857142857142855,0.8214285714285714,0.9285714285714286,0.9285714285714286,0.9056428571428573,0.9056428571428573,RSAD2;CMPK2;MX1;TAP1;IFIT1;IFIT3;DDX60;OASL;IFIH1;OAS1,
ifn-pilot,degora_slice,locked,ok,9860,28,5,0.17857142857142858,0.060642908819125145,0.3689333494192032,0.5,3.1613696948201106e-11,3.736164184787404e-11,10,0.35714285714285715,0.18640666000044526,0.5593496872537332,0.5,1.0008949071338057e-21,1.0843028160616227e-21,22,0.7857142857142857,0.5904689734941716,0.9170393876124199,0.44,5.161317170787152e-48,7.45523591335922e-48,26,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.26,1.5673116726718823e-51,2.26389463830383e-51,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9982400150185385,0.00043724751454296166,0.9973830098900344,0.9990970201470427,0.46330146360714064,0.002636916835699797,175.6981704294772,0.17857142857142858,0.35714285714285715,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9008928571428574,0.9008928571428574,TAP1;CMPK2;RSAD2;MX1;TRIM21;DDX60;IFIT1;IFIT3;SAMD9;PLSCR1,
ifn-pilot,fisher,default,ok,9860,28,5,0.17857142857142858,0.060642908819125145,0.3689333494192032,0.5,3.1613696948201106e-11,3.736164184787404e-11,11,0.39285714285714285,0.21504282916096096,0.594231793512454,0.55,1.6667259399103228e-24,3.095348174119171e-24,22,0.7857142857142857,0.5904689734941716,0.9170393876124199,0.44,5.161317170787152e-48,7.45523591335922e-48,26,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.26,1.5673116726718823e-51,2.26389463830383e-51,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9982400150185385,0.00044793222072755684,0.9973620678659125,0.9991179621711646,0.46550731004967405,0.002636916835699797,176.53469527268408,0.17857142857142858,0.39285714285714285,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9008928571428574,0.9008928571428574,TAP1;CMPK2;RSAD2;MX1;TRIM21;DDX60;IFIT3;PLSCR1;IFIT1;SAMD9,
ifn-pilot,metarnaseq_fisher,default,ok,9860,28,5,0.17857142857142858,0.060642908819125145,0.3689333494192032,0.5,3.1613696948201106e-11,3.736164184787404e-11,11,0.39285714285714285,0.21504282916096096,0.594231793512454,0.55,1.6667259399103228e-24,3.095348174119171e-24,22,0.7857142857142857,0.5904689734941716,0.9170393876124199,0.44,5.161317170787152e-48,7.45523591335922e-48,26,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.26,1.5673116726718823e-51,2.26389463830383e-51,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9982400150185385,0.00044793222072755684,0.9973620678659125,0.9991179621711646,0.46550731004967405,0.002636916835699797,176.53469527268408,0.17857142857142858,0.39285714285714285,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9008928571428574,0.9008928571428574,TAP1;CMPK2;RSAD2;MX1;TRIM21;DDX60;IFIT3;PLSCR1;IFIT1;SAMD9,
ifn-pilot,metarnaseq_invnorm,default,ok,9860,28,5,0.17857142857142858,0.060642908819125145,0.3689333494192032,0.5,3.1613696948201106e-11,3.736164184787404e-11,10,0.35714285714285715,0.18640666000044526,0.5593496872537332,0.5,1.0008949071338057e-21,1.0843028160616227e-21,22,0.7857142857142857,0.5904689734941716,0.9170393876124199,0.44,5.161317170787152e-48,7.45523591335922e-48,26,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.26,1.5673116726718823e-51,2.26389463830383e-51,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9982282817853287,0.0004371337077293816,0.9973714997181792,0.9990850638524783,0.4599041353468379,0.002636916835699797,174.40979901999313,0.17857142857142858,0.35714285714285715,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9007857142857144,0.9007857142857144,TAP1;CMPK2;RSAD2;MX1;TRIM21;DDX60;IFIT1;SAMD9;IFIT3;PLSCR1,
ifn-pilot,metavolcanor,default,ok,9860,28,5,0.17857142857142858,0.060642908819125145,0.3689333494192032,0.5,3.1613696948201106e-11,3.736164184787404e-11,11,0.39285714285714285,0.21504282916096096,0.594231793512454,0.55,1.6667259399103228e-24,3.095348174119171e-24,22,0.7857142857142857,0.5904689734941716,0.9170393876124199,0.44,5.161317170787152e-48,7.45523591335922e-48,26,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.26,1.5673116726718823e-51,2.26389463830383e-51,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9982400150185385,0.00044793222072755684,0.9973620678659125,0.9991179621711646,0.46550731004967405,0.002636916835699797,176.53469527268408,0.17857142857142858,0.39285714285714285,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9008928571428574,0.9008928571428574,TAP1;CMPK2;RSAD2;MX1;TRIM21;DDX60;IFIT3;PLSCR1;IFIT1;SAMD9,
ifn-pilot,rank_product_approx,default,ok,9860,28,6,0.21428571428571427,0.08296061238758012,0.40953102650582834,0.6,6.161196550335396e-14,1.601911103087203e-13,12,0.42857142857142855,0.2446239363021466,0.628206371387904,0.6,2.1625070125671938e-27,9.370863721124506e-27,22,0.7857142857142857,0.5904689734941716,0.9170393876124199,0.44,5.161317170787152e-48,7.45523591335922e-48,25,0.8928571428571429,0.7177356042843568,0.977334909360941,0.25,1.7678616565043804e-48,2.089291048596086e-48,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9981578823860702,0.0005443781881239442,0.9970909011373472,0.9992248636347931,0.48696632356678043,0.002636916835699797,184.67261347570982,0.21428571428571427,0.42857142857142855,0.7857142857142857,0.8928571428571429,0.9285714285714286,0.9001428571428574,0.9001428571428574,TAP1;MX1;CMPK2;TRIM21;RSAD2;IFIT1;APOL6;HERC5;IFIT3;GBP1,
ifn-pilot,robustrankaggreg,default,ok,9860,28,4,0.14285714285714285,0.04033563079739551,0.32665266931579534,0.4,1.0797667138787467e-08,1.1697472733686421e-08,10,0.35714285714285715,0.18640666000044526,0.5593496872537332,0.5,1.0008949071338057e-21,1.0843028160616227e-21,20,0.7142857142857143,0.5133316845510593,0.8677634874288749,0.4,4.705875613325994e-42,5.098031914436493e-42,23,0.8214285714285714,0.6310666505807967,0.9393570911808748,0.23,8.633413062919767e-43,9.352864151496415e-43,0.9285714285714286,0.7649652268254805,0.9912295032964729,0.026,3.323509362711493e-24,3.6004684762707836e-24,0.9965582515918086,0.0011613083203189857,0.9942820872839834,0.9988344158996337,0.3691217985360313,0.002636916835699797,139.98234359866416,0.14285714285714285,0.35714285714285715,0.7142857142857143,0.8214285714285714,0.9285714285714286,0.8855357142857144,0.8855357142857144,TAP1;TRIM21;MAK;MT1M;TRIM69;HERC5;APOL6;CMPK2;IFIT1;MX1,
